epoch,acc,loss,val_acc,val_loss
0,0.46698113488701154,1.1522209295686685,0.46153845531599863,5.1896596269293145
1,0.48584905379223375,0.8757032785775527,0.5164835210684892,3.96697368988624
2,0.5566037758341376,0.7949564265754988,0.4505494482569642,0.9440053242903489
3,0.6226415111208862,0.6645091389710048,0.4945054961429847,0.7090602811876234
4,0.5518867935774461,0.7172394496090008,0.4615384618659596,0.876711755663484
5,0.5613207530300572,0.6828762067938751,0.5384615440290053,0.6814174029853318
6,0.632075475071961,0.6366116505748821,0.6043956037406083,0.7162327386520722
7,0.6415094395853439,0.6344684947211787,0.6043956060330946,0.7751893486295428
8,0.6367924505809568,0.6596904942449534,0.5824175919150258,0.6841421808515277
9,0.6320754728227291,0.6415517397646634,0.6593406586856633,0.6763738046635638
10,0.688679243033787,0.566823348684131,0.681318685903654,0.7409469387033484
11,0.6273584894414218,0.6765187450175015,0.6373626386726295,0.6566443698746818
12,0.6698113263777967,0.6257698749596218,0.5604395669895214,0.7743024616451054
13,0.6839622630263275,0.6203083261004034,0.6593406586856633,0.7174798878994617
14,0.7028301841807816,0.5639606264402282,0.681318685903654,0.6562433085598789
15,0.6792452785204042,0.6148881366792714,0.6593406586856633,0.6428258471436553
16,0.6650943458080292,0.6042175180507157,0.5274725369699709,0.9920407376446567
17,0.6981132154194813,0.5482641975834684,0.5494505641879616,1.0865370441269089
18,0.7075471743097845,0.6075282479232212,0.7362637349537441,0.5637145834964711
19,0.7075471630636251,0.5547466148745339,0.6483516666915391,0.9188113546633458
20,0.7122641531926281,0.5225863844718573,0.6373626471875788,1.4122147828668028
21,0.7216981103960073,0.62193489637015,0.7362637349537441,0.5927196217107249
22,0.7028301886792453,0.5981612576628631,0.7472527485627395,0.5513348068509784
23,0.7452830244910043,0.54552819706359,0.7362637408487089,0.6544306939774818
24,0.7405660343620012,0.5291976990564814,0.7252747311696901,0.7508778870105743
25,0.71226415544186,0.5794651817600682,0.5494505618954753,1.5390670011331746
26,0.7169811309508558,0.504654438990467,0.593406584236648,0.8768273441346137
27,0.7688679256529178,0.475379542359766,0.6483516476966522,1.1136529019900732
28,0.7783018912909165,0.5715967793509645,0.5494505618954753,3.2940358565403867
29,0.7264150965888545,0.5644664325804081,0.5494505618954753,3.297086775957883
30,0.7169811354493195,0.5845021881022543,0.5494505618954753,4.174714738196069
31,0.7311320765963141,0.5162973741315445,0.5494505618954753,4.704840408576714
32,0.76886792227907,0.5068739146556495,0.5494505618954753,4.3723880013266765
33,0.7877358501812197,0.4871742826587749,0.6703296618147211,0.8632362281883156
34,0.7122641475695484,0.5627005645688975,0.6373626399826218,1.1307894790565574
35,0.7641509445208423,0.49245599249623856,0.6263736204786615,1.4142461733503655
36,0.7641509411469946,0.522407739229922,0.7802197906997178,0.4981485225342132
37,0.7971698135699866,0.4609384396166172,0.472527468924994,2.5923457329089823
38,0.7830188667999124,0.5102906109027143,0.5054945097519801,2.1014005142253835
39,0.7547169743843798,0.4588032983384042,0.6263736178586771,1.0071342004524482
40,0.7688679234036859,0.46639033421030585,0.7032967000217228,0.878914571070409
41,0.7641509456454583,0.49092341762668684,0.4945054961429847,1.3874449415521308
42,0.7641509400223786,0.4942063329354772,0.4835164825339894,1.4764347665912503
43,0.7594339622641509,0.5127524778528033,0.4505494482569642,1.9250664475199941
44,0.8018867879543664,0.46361816210566825,0.4505494482569642,3.712683630513621
45,0.7924528290640633,0.44349936269364265,0.46153845531599863,3.301987055893783
46,0.7830188724229921,0.46286630264992984,0.5274725369699709,2.212693159396832
47,0.8066037848310651,0.45131406750319136,0.6263736178586771,0.9814623987281715
48,0.7547169867551552,0.49698595280917185,0.6703296722946587,0.7584650942257473
49,0.8301886769960511,0.45816761930033845,0.5824175896225395,1.1967300320719625
50,0.8113207502185174,0.43447388455552877,0.7032967131216448,0.6986973534573565
51,0.7971698169438344,0.4914736899564851,0.7362637408487089,0.5052239528069129
52,0.8254717037362872,0.4062169627198633,0.7362637408487089,0.6853433834327446
53,0.8066037792079853,0.5110177982528255,0.7912088043087131,0.4463968290077461
54,0.7877358468073719,0.4243591883272495,0.7582417575867622,0.4347007160003369
55,0.7311320900917053,0.5307929690154094,0.7912088043087131,0.4528299399784633
56,0.8066037702110579,0.49636937762206457,0.769230781675695,0.500134846666357
57,0.8254717048609032,0.4615601028473872,0.7472527544577043,0.6239646935200953
58,0.8160377358490566,0.4481825252186577,0.769230781675695,0.5686143951101618
59,0.8207547091088205,0.4390753749406563,0.5494505487955533,0.9543545010325672
60,0.8160377335998247,0.4121445917858268,0.5824175765226175,0.9635668495199182
61,0.8349056671250541,0.4418765061868812,0.5494505618954753,1.1979459812352946
62,0.8679245316757346,0.38197827676557145,0.5164835233609755,1.2860483599233103
63,0.8160377380982885,0.4536756929361595,0.6263736309585991,0.6764519954775716
64,0.811320756966213,0.4990344891008341,0.7032967131216448,0.6632302652348528
65,0.8018867935774461,0.46521626553445494,0.7472527544577043,0.5762028216005681
66,0.8160377347244406,0.4236767367934281,0.769230781675695,0.5880431080912496
67,0.8396226437586658,0.3852167323512851,0.7582417680666997,0.8349038021905082
68,0.830188680369899,0.40991376480966246,0.8021978120227437,0.4559148314234975
69,0.8160377369736725,0.44119167102957674,0.7252747311696901,0.7534320143225429
70,0.8254716913655119,0.45285800099372864,0.7802197848047528,0.4396810551266094
71,0.7877358468073719,0.47475049180804557,0.5824175837275746,0.7718021627310868
72,0.754716973259764,0.5131152738940041,0.5494505618954753,1.143932783996666
73,0.7877358411842922,0.47372290323365407,0.5824175837275746,0.9963517162826036
74,0.8160377347244406,0.4912238542763692,0.7912088128236624,0.45443926473240276
75,0.7830188780460717,0.47194974939778167,0.813186818426782,0.4368534245333829
76,0.7924528313132951,0.47449719793391676,0.6043955978456435,0.6915397064371424
77,0.7547169811320755,0.48312913134412944,0.5494505618954753,1.2598613900142712
78,0.8160377459706001,0.4333665742064422,0.5604395624045487,1.2306521534919739
79,0.7452830211171564,0.5075407511783097,0.5494505618954753,1.0374325199441596
80,0.8066037792079853,0.43929749389864364,0.6263736132737044,0.9391856979537796
81,0.7452830121202288,0.5228024850476463,0.5494505618954753,1.9667456660951887
82,0.8207547271026755,0.41420180392715167,0.7142857116657298,0.8181837895414331
83,0.8066037702110579,0.5207189495833415,0.758241763481727,0.4837224529339717
84,0.7688679267775338,0.524206814900884,0.7472527485627395,0.4941659157092755
85,0.8160377392229045,0.43377885278665795,0.7692307757807302,0.5741594001487061
